 recorded at 2023-02-05 20:08:59.062738.
time
ID
type
linkDelay
processing_delay
runtime
total_delay
cold_start
"      ""RequestFile"": ""./prediction.csv"",
"
"      ""SchedulerName"": ""my-scheduler"",
"
"      ""LatencyPara"": 0.000003336,
"
"      ""MemCap"": 1000,
"
"      ""NodeNum"": 10,
"
"      ""Beta"": 1.5,
"
"      ""SlotNum"": 30,
"
"      ""ReduFactor"": 5000
"
1,30,2,0.0,0.031772510999999976,0.5515367984771729,0.5515367984771729,False
1,29,2,0.0,0.02281872999999998,0.6133596897125244,0.6133596897125244,False
1,3796,3,4.92938953915486e-06,0.02213120460510254,0.5768170356750488,0.5768219650645879,False
1,31,2,6.920364743790962e-06,0.05117121899999999,0.6631038188934326,0.6631107392581764,False
1,5896,4,4.92938953915486e-06,2.294764280319214,2.8236918449401855,2.8236967743297248,False
1,37,2,0.0,0.05590587900000002,6.821864366531372,6.821864366531372,True
2,43,2,0.0,0.020716541000000005,0.5200395584106445,0.5200395584106445,False
2,3804,3,1.0027421918699975e-05,0.021824121475219727,0.4999203681945801,0.49993039561649877,False
2,44,2,1.0027421918699975e-05,0.04355556699999999,0.5791621208190918,0.5791721482410105,False
2,45,2,3.1069720701860527e-06,0.06204575299999998,0.6072268486022949,0.6072299555743651,False
2,5901,4,4.92938953915486e-06,2.032965898513794,2.4776735305786133,2.4776784599681525,False
2,54,2,0.0,0.039608483,6.707275629043579,6.707275629043579,True
2,53,2,0.0,0.054070804,6.753954887390137,6.753954887390137,True
2,52,2,0.0,0.040607033000000015,7.631290674209595,7.631290674209595,True
3,55,2,0.0,0.014238095000000006,0.5551440715789795,0.5551440715789795,False
3,56,2,1.0027421918699975e-05,0.013785792000000019,0.5613822937011719,0.5613923211230906,False
3,57,2,3.1069720701860527e-06,0.041641016,0.5605778694152832,0.5605809763873534,False
3,3811,3,1.0027421918699975e-05,0.021071910858154297,0.5427346229553223,0.542744650377241,False
3,5906,4,4.92938953915486e-06,1.8551959991455078,2.3866500854492188,2.386655014838758,False
3,63,2,0.0,0.04193867800000001,5.855907917022705,5.855907917022705,True
3,64,2,0.0,0.036460398000000005,7.358256816864014,7.358256816864014,True
3,58,2,0.0,0.023999841000000008,7.453102111816406,7.453102111816406,True
3,65,2,0.0,0.03997023699999999,7.97926664352417,7.97926664352417,True
4,67,2,0.0,0.02013593500000002,0.3527071475982666,0.3527071475982666,False
4,69,2,3.1069720701860527e-06,0.02548725700000004,0.3674275875091553,0.36743069448122545,False
4,68,2,1.0027421918699975e-05,0.013393732999999991,0.37785768508911133,0.37786771251103,False
