 recorded at 2023-02-09 19:29:29.867198.
time
ID
type
linkDelay
processing_delay
runtime
total_delay
cold_start
"      ""RequestFile"": ""./prediction.csv"",
"
"      ""SchedulerName"": ""my-scheduler"",
"
"      ""LatencyPara"": 0.000003336,
"
"      ""MemCap"": 1000,
"
"      ""NodeNum"": 10,
"
"      ""Beta"": 0.5,
"
"      ""SlotNum"": 30,
"
"      ""ReduFactor"": 10000
"
1,12,2,0.0,0.04238540199999999,0.15796136856079102,0.15796136856079102,False
1,13,2,0.0,0.041130903999999996,0.16213703155517578,0.16213703155517578,False
1,14,2,0.0,0.06673881400000001,0.22397470474243164,0.22397470474243164,False
2,17,2,0.0,0.025056776000000003,0.15178585052490234,0.15178585052490234,False
2,19,2,0.0,0.054137940999999995,3.2098259925842285,3.2098259925842285,True
3,21,2,0.0,0.029381767000000003,0.1454019546508789,0.1454019546508789,False
3,23,2,0.0,0.04502118099999999,3.9218790531158447,3.9218790531158447,True
4,26,2,0.0,0.02518301700000003,0.1421349048614502,0.1421349048614502,False
4,27,2,0.0,0.03068782400000003,0.1652987003326416,0.1652987003326416,False
4,25,2,0.0,0.03117752800000001,0.1737685203552246,0.1737685203552246,False
5,32,2,0.0,0.030486981000000024,0.1696782112121582,0.1696782112121582,False
5,31,2,0.0,0.025502197999999976,0.16933059692382812,0.16933059692382812,False
5,30,2,0.0,0.024053312999999965,0.17019319534301758,0.17019319534301758,False
6,36,2,0.0,0.024432734999999983,0.15650177001953125,0.15650177001953125,False
6,37,2,0.0,0.03150306599999997,0.16315269470214844,0.16315269470214844,False
6,35,2,0.0,0.025530686999999996,0.18322348594665527,0.18322348594665527,False
7,40,2,0.0,0.026645615999999983,0.1708528995513916,0.1708528995513916,False
7,42,2,0.0,0.046068313,3.1962296962738037,3.1962296962738037,True
8,44,2,0.0,0.033241823000000004,0.19396710395812988,0.19396710395812988,False
8,46,2,0.0,0.04422140600000002,3.7740163803100586,3.7740163803100586,True
9,48,2,0.0,0.028227683999999975,0.16224932670593262,0.16224932670593262,False
9,50,2,0.0,0.024870169999999914,0.16445708274841309,0.16445708274841309,False
9,49,2,0.0,0.025905377000000007,0.16904973983764648,0.16904973983764648,False
10,55,2,0.0,0.03532085100000004,0.24325227737426758,0.24325227737426758,False
10,53,2,0.0,0.03254483900000005,0.2635214328765869,0.2635214328765869,False
10,54,2,0.0,0.024006733000000002,0.27141332626342773,0.27141332626342773,False
11,60,2,0.0,0.027813480000000057,0.1261887550354004,0.1261887550354004,False
11,59,2,0.0,0.025879943000000016,0.15604925155639648,0.15604925155639648,False
11,58,2,0.0,0.033282187999999935,0.16751670837402344,0.16751670837402344,False
12,63,2,0.0,0.03195270799999994,0.2430109977722168,0.2430109977722168,False
12,65,2,0.0,0.048726518999999996,3.4788265228271484,3.4788265228271484,True
13,67,2,0.0,0.03739726700000001,0.22626018524169922,0.22626018524169922,False
13,69,2,0.0,0.042184787,3.211805582046509,3.211805582046509,True
14,71,2,0.0,0.029746609000000035,0.1430201530456543,0.1430201530456543,False
