 recorded at 2023-02-09 16:10:56.241858.
time
ID
type
linkDelay
processing_delay
runtime
total_delay
cold_start
"      ""RequestFile"": ""./prediction.csv"",
"
"      ""SchedulerName"": ""my-scheduler"",
"
"      ""LatencyPara"": 0.000003336,
"
"      ""MemCap"": 1000,
"
"      ""NodeNum"": 10,
"
"      ""Beta"": 0.5,
"
"      ""SlotNum"": 30,
"
"      ""ReduFactor"": 12500
"
1,1431,3,0.0,0.021591663360595703,0.15613842010498047,0.15613842010498047,False
1,15,2,0.0,0.025553967999999982,0.1780388355255127,0.1780388355255127,False
1,12,2,0.0,0.04620391799999998,0.21790075302124023,0.21790075302124023,False
1,14,2,0.0,0.052172474000000024,0.20894432067871094,0.20894432067871094,False
1,13,2,0.0,0.06673905599999999,0.23834800720214844,0.23834800720214844,False
1,2026,4,0.0,1.611724853515625,1.734161376953125,1.734161376953125,False
2,18,2,6.444256145970804e-06,0.014251242999999997,0.1480238437652588,0.14803028802140475,False
2,1433,3,0.0,0.021090030670166016,0.14020752906799316,0.14020752906799316,False
2,17,2,0.0,0.032310701,0.2004234790802002,0.2004234790802002,False
2,2028,4,0.0,1.2011535167694092,1.3250222206115723,1.3250222206115723,False
2,19,2,0.0,0.05601845999999999,3.706660270690918,3.706660270690918,True
3,21,2,0.0,0.026892768999999983,0.135498046875,0.135498046875,False
3,22,2,6.444256145970804e-06,0.015951091,0.16152334213256836,0.16152978638871432,False
3,1435,3,0.0,0.021413803100585938,0.16239094734191895,0.16239094734191895,False
3,2030,4,0.0,0.9608337879180908,1.0881867408752441,1.0881867408752441,False
3,23,2,0.0,0.04768474,3.0409491062164307,3.0409491062164307,True
4,1437,3,0.0,0.021318912506103516,0.18016266822814941,0.18016266822814941,False
4,27,2,0.0,0.02354854900000003,0.19420385360717773,0.19420385360717773,False
4,28,2,0.0,0.014386180999999998,0.18447375297546387,0.18447375297546387,False
4,25,2,0.0,0.028616743,0.218827486038208,0.218827486038208,False
4,26,2,0.0,0.03139919799999996,0.22049188613891602,0.22049188613891602,False
4,2032,4,0.0,0.9717302322387695,1.1237154006958008,1.1237154006958008,False
5,32,2,0.0,0.037142346999999964,0.22697019577026367,0.22697019577026367,False
5,33,2,0.0,0.01483029300000005,0.23013973236083984,0.23013973236083984,False
5,30,2,0.0,0.027147513999999984,0.26521825790405273,0.26521825790405273,False
5,31,2,0.0,0.02987748699999998,0.2644314765930176,0.2644314765930176,False
5,1439,3,0.0,0.021009206771850586,0.23704791069030762,0.23704791069030762,False
5,2034,4,0.0,0.917769193649292,1.0732672214508057,1.0732672214508057,False
6,1441,3,0.0,0.02134990692138672,0.24552297592163086,0.24552297592163086,False
6,38,2,0.0,0.015473963000000035,0.25077295303344727,0.25077295303344727,False
6,35,2,0.0,0.029235816999999997,0.27780652046203613,0.27780652046203613,False
6,36,2,0.0,0.030017877999999998,0.2782106399536133,0.2782106399536133,False
6,37,2,0.0,0.028483685000000036,0.2806568145751953,0.2806568145751953,False
6,2036,4,0.0,1.117643117904663,1.3927104473114014,1.3927104473114014,False
